3,"55.610368,51.450557,50.981686,49.860025,49.818228,49.818228,49.818228,49.818228,49.668495,49.668495,49.668495,33.596862,32.843702,32.843702,32.843702,32.843702,32.843702,30.958700,30.958700,30.495454,30.495454,30.495454,30.495454,30.495454,30.495454"
0,"57.193425,57.193425,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310"
1,"57.193425,57.193425,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310,38.388310"
2,"53.700743,53.700743,53.632762,40.995971,40.995971,40.995971,40.995971,40.995971,40.995971,40.995971,40.995971,40.995971,40.995971,40.995971,40.995971,40.995971,40.478574,40.478574,40.478574,40.478574,40.478574,39.631921,39.631921,39.631921,37.663581"
5,"58.253249,58.253249,58.253249,46.293520,46.293520,46.293520,46.293520,46.153069,46.153069,46.153069,46.153069,46.153069,46.153069,46.153069,44.270482,44.270482,44.270482,38.216271,38.216271,38.216271,37.748837,37.748837,37.748837,37.381401,37.381401"
7,"43.973825,43.973825,43.973825,43.973825,43.314649,33.326094,33.326094,33.313299,33.313299,33.313299,33.313299,33.313299,33.313299,33.313299,33.313299,33.313299,33.313299,33.313299,33.313299,33.075518,33.075518,33.075518,33.075518,33.075518,33.075518"
4,"70.788561,70.509219,70.509219,70.489465,67.528002,67.528002,65.663307,56.372516,56.372516,56.372516,56.372516,56.372516,55.289259,55.285871,55.285871,52.752452,52.752452,52.752452,51.011091,51.011091,51.011091,45.759459,45.759459,45.729238,43.741469"
6,"55.560235,55.462279,55.462279,41.242488,41.242488,41.242488,41.242488,41.242488,41.242488,41.242488,37.823188,36.673412,36.673412,36.673412,36.673412,36.673412,36.673412,36.673412,36.578021,36.578021,36.578021,36.239989,35.463471,35.463471,35.463471"
8,"53.869719,53.869719,53.869719,46.501708,46.501708,46.501708,46.501708,46.501708,43.518762,43.518762,43.495518,43.495518,43.495518,43.495518,41.268797,41.268797,40.905459,40.905459,40.905459,40.397279,38.719369,38.719369,38.124267,38.124267,38.124267"
10,"44.210647,44.210647,44.210647,44.210647,44.210647,44.210647,44.210647,44.210647,42.872414,42.872414,42.872414,42.872414,38.716109,36.418404,36.418404,36.418404,36.025086,36.025086,36.025086,36.025086,36.025086,36.025086,36.025086,36.025086,36.025086"
9,"65.021045,48.427491,48.282379,48.282379,48.282379,48.282379,48.282379,48.282379,48.282379,47.991317,47.991317,47.991317,47.991317,47.991317,47.991317,47.991317,47.991317,47.991317,47.879849,37.117794,37.117794,37.117794,37.117794,37.117794,37.117794"
11,"46.824933,46.824933,46.824933,45.422109,45.422109,45.422109,42.888046,42.888046,42.888046,42.888046,42.765607,42.765607,42.765607,42.765607,40.907316,39.664276,39.664276,39.346533,38.927691,30.949306,30.949306,30.949306,30.949306,29.632346,29.632346"
13,"57.683289,57.683289,57.683289,57.265673,57.265673,55.436723,55.436723,53.134088,53.134088,53.134088,53.134088,53.134088,47.766882,47.766882,47.766882,47.766881,47.766881,44.996013,41.961430,41.961430,41.961430,41.561306,41.561306,41.561306,41.561306"
14,"44.698559,44.698559,44.698559,44.698559,44.698559,44.698559,44.698559,44.698559,44.698559,44.698559,41.565447,41.436733,41.436733,41.266357,38.594859,38.141776,38.141776,38.141776,38.141776,38.141776,38.141776,38.141776,38.141776,38.141776,32.900467"
15,"60.390794,54.939040,54.939040,52.749079,50.597443,44.849450,43.861000,43.861000,43.861000,43.861000,43.861000,43.861000,43.354872,42.818131,41.768450,41.583686,41.583686,41.461495,41.461495,41.461495,41.461495,41.461495,41.461495,41.461495,30.385749"
12,"68.219844,59.904772,59.904772,59.904772,59.904772,59.904772,59.904772,59.685148,59.685148,50.433729,50.433729,46.106176,39.667604,39.667604,39.667604,39.667604,39.667604,39.667604,39.667604,37.807205,37.807205,35.816242,35.816242,35.816242,35.816242"
16,"83.154790,80.056504,59.501049,59.501049,59.501049,59.501049,59.501049,55.330251,55.330251,47.242732,47.242732,47.242732,47.242732,47.242732,47.242732,47.242732,33.070368,33.070368,33.070368,33.070368,33.070368,32.338309,32.338309,32.338309,32.338309"
18,"51.330503,51.330503,50.027451,48.808046,47.047715,47.047715,47.047715,47.047715,47.047715,47.018018,47.018018,47.014979,46.562615,46.562615,46.562615,46.562614,45.682786,42.320513,42.319879,42.319879,42.319879,42.319879,42.319879,42.319877,42.319877"
19,"59.137838,59.137838,46.326131,46.326131,46.326131,46.326131,46.326131,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606,44.056606"
17,"53.996659,52.308873,39.420884,39.420884,39.420884,39.420884,39.420884,39.420884,39.420884,39.420884,39.420884,39.420884,39.258276,39.258276,34.332527,34.268407,34.268407,34.268407,33.951298,33.951298,33.951298,33.951298,33.951298,33.951298,33.951298"
22,"44.819267,44.819267,44.819267,44.819267,44.819267,44.819267,44.819267,44.819267,44.819267,44.819267,44.819267,44.725368,44.725368,44.725368,43.345193,43.345193,41.389065,41.389065,41.218882,41.218882,41.218882,41.021131,39.520418,39.520418,37.875267"
23,"61.770663,61.750418,45.531319,45.531319,45.531319,45.531319,45.531319,45.531319,45.531319,45.531319,45.531319,45.531319,45.531319,45.531319,45.531319,45.228209,43.369034,43.369034,43.369034,43.369034,43.369034,36.900589,36.900589,36.900589,36.900589"
20,"54.006803,54.006803,48.104050,48.104050,48.104050,48.104050,48.104050,48.104050,46.231937,44.713903,44.713903,44.713903,44.713903,44.713903,44.713903,44.713903,44.713903,44.713903,41.175485,40.049212,40.049212,40.049212,40.049212,39.828543,39.828543"
21,"61.439762,59.773161,59.773161,59.773161,49.213904,49.213904,49.213904,49.213904,49.213904,49.213904,49.213904,49.213904,49.213904,46.638885,46.638885,41.594410,41.179047,41.179047,41.179047,41.179047,41.179047,41.179047,41.179047,41.179047,38.397891"
27,"56.447268,56.447268,54.772396,54.772396,54.772396,54.772396,52.997011,52.997011,52.997011,51.390382,51.390382,51.390382,51.254953,51.254953,51.254953,51.254953,51.254953,50.781460,50.781460,48.799065,48.799065,48.799065,48.799065,48.799065,48.799065"
25,"61.144402,61.144402,60.182826,54.498942,53.235413,53.235413,38.297782,38.297782,38.291730,33.590782,33.590782,33.590782,33.545594,25.470251,25.470251,25.470251,25.470251,25.470251,25.470251,25.058460,25.056134,25.056134,24.729349,24.729349,24.729349"
26,"57.033838,50.164258,50.164258,50.164258,50.164258,50.164258,50.164258,50.164258,50.164258,43.381690,43.381690,43.381690,43.249835,42.764407,42.652366,42.652366,42.652366,41.806617,29.429593,29.429593,29.429593,29.429593,29.429593,29.429593,29.376896"
