0.7095 1.2264 1.60276 1.87336 2.06725 2.1958 1.88719 1.36772 0.98243 0.705313 0.506328 0.363477 0.260931 0.187347 0.135192 0.127407 0.513058 1.07852 1.49689 1.79737 2.01308 2.16782 2.20609 1.70082 1.22452 0.879275 0.631229 0.453141 0.325295 0.233523 0.167695 0.121917 0.153198 0.649724 1.18426 1.57289 1.85194 2.05223 2.1936 2.04009 1.4936 1.07327 0.770557 0.553169 0.397103 0.285069 0.204664 0.147326 0.122344 0.412262
0.1767 0.125428 0.349783 0.620208 0.780497 0.860561 0.88333 0.754441 0.417344 0.196948 0.0914048 0.0423672 0.0196357 0.0091004 0.0042177 0.00195629 0.001545 0.0525668 0.34871 0.629711 0.7873 0.866812 0.902804 0.887904 0.665502 0.337768 0.157764 0.0731599 0.0339083 0.0157152 0.00728341 0.0033756 0.00156992 0.00274501 0.0953759 0.419903 0.672839 0.809508 0.877061 0.901802 0.830453 0.510633 0.24493 0.11382 0.052762 0.0244536 0.0113333 0.00525256 0.00243501 0.0013896
0.1522 0.250093 0.361632 0.486198 0.683754 0.790769 0.799435 0.761486 0.410756 0.205419 0.108561 0.0573878 0.0301855 0.0157918 0.00823848 0.00463324 0.0253747 0.169655 0.314824 0.428805 0.612639 0.758586 0.790132 0.771062 0.695911 0.312852 0.163835 0.0871069 0.0461113 0.0242494 0.0126791 0.00662455 0.00422788 0.0456069 0.204627 0.341102 0.460305 0.65748 0.773018 0.789048 0.767397 0.528418 0.246772 0.129489 0.0683275 0.0359375 0.0188093 0.00981028 0.00530334 0.0153766
0.0806 13.8571 17414.7 2.20349e+07 2.78811e+10 3.52785e+13 4.46386e+16 5.6482e+19 7.14678e+22 9.04295e+25 1.14422e+29 1.44781e+32 1.83194e+35 2.31798e+38 2.93299e+41 3.71116e+44 4.6958e+47 5.94169e+50 7.51813e+53 9.51283e+56 1.20368e+60 1.52303e+63 1.92712e+66 2.43843e+69 3.08539e+72 3.904e+75 4.9398e+78 6.25042e+81 7.90878e+84 1.00071e+88 1.26622e+91 1.60217e+94 2.02726e+97 2.56513e+100 3.24571e+103 4.10685e+106 5.19648e+109 6.5752e+112 8.31973e+115 1.05271e+119 1.33201e+122 1.68542e+125 2.1326e+128 2.69842e+131 3.41436e+134 4.32025e+137 5.46649e+140 6.91686e+143 8.75203e+146 1.10741e+150
0.7095 1.2424 1.65865 1.96936 2.15768 2.17317 1.84338 1.37638 0.971625 0.671769 0.463347 0.324186 0.237758 0.200401 0.235802 0.415916 0.802133 1.28879 1.71064 2.01331 2.21372 2.31178 2.15716 1.7138 1.24047 0.864287 0.594691 0.410331 0.289035 0.216672 0.194252 0.255172 0.480421 0.905249 1.38954 1.78656 2.06459 2.23531 2.27299 1.98576 1.5071 1.07011 0.740621 0.509792 0.354628 0.256327 0.207826 0.226338 0.37562 0.729742
0.1767 0.256229 0.4695 0.641951 0.749903 0.812424 0.830712 0.74538 0.54295 0.319319 0.162557 0.0763778 0.034353 0.0150756 0.00652204 0.00280692 0.00547212 0.113728 0.364129 0.578811 0.714915 0.793486 0.837112 0.822246 0.690224 0.465229 0.258291 0.127255 0.0587419 0.0261614 0.0114155 0.00492225 0.00212736 0.0139319 0.165445 0.419082 0.615709 0.736575 0.805704 0.837681 0.783314 0.605391 0.3748 0.196779 0.0940164 0.0426778 0.018828 0.00817058 0.00351717 0.00293312
0.1522 0.175152 0.264475 0.454516 0.709661 0.824594 0.857859 0.845312 0.527882 0.227192 0.10624 0.0523419 0.0264779 0.0135563 0.00698384 0.00383445 0.0163818 0.104172 0.221501 0.442914 0.709428 0.827944 0.864002 0.865085 0.817986 0.393984 0.174715 0.0834518 0.0415757 0.0211412 0.0108484 0.00560255 0.00341093 0.0282735 0.130177 0.250331 0.514736 0.746054 0.840636 0.866312 0.860905 0.67361 0.284982 0.130146 0.0632536 0.0317781 0.0162171 0.00833782 0.00443158 0.010333
0.0806 0.0224711 0.058316 0.400798 0.682042 0.809877 0.857673 0.85487 0.665585 0.219731 0.0602115 0.0164967 0.00452033 0.00123864 0.000339404 9.30017e-05 2.54838e-05 7.12211e-06 0.00625704 0.232951 0.591411 0.772729 0.847739 0.870511 0.833283 0.508735 0.146225 0.0400426 0.0109718 0.00300643 0.000823806 0.000225735 6.18546e-05 1.69491e-05 8.30931e-06 0.0215139 0.32626 0.646275 0.795947 0.855203 0.866109 0.758714 0.312576 0.0860849 0.0235819 0.00646173 0.00177061 0.000485172 0.000132944 3.64286e-05
0.1389 0.0938673 0.0634347 0.0428686 0.32097 0.567051 0.733441 0.845888 0.903817 0.642145 0.433956 0.293263 0.198185 0.133931 0.0905096 0.0611655 0.0413351 0.0279339 0.0188775 0.0127572 0.162717 0.459987 0.661088 0.796995 0.88883 0.865312 0.584958 0.395309 0.267146 0.180535 0.122004 0.0824491 0.0557183 0.0376539 0.0254462 0.0171963 0.0116211 0.296297 0.550414 0.7222 0.838293 0.914341 0.685764 0.463433 0.313184 0.211647 0.143029 0.0966576 0.0653203 0.0441429
0.7477 0.677957 0.571014 0.465954 0.533721 0.807814 1.0469 1.24198 1.39935 1.52291 1.60961 1.64446 1.59483 1.44217 1.22642 1.00666 0.813253 0.652792 0.522674 0.418084 0.383236 0.633885 0.902763 1.12541 1.30562 1.45024 1.56191 1.63538 1.65112 1.57489 1.40009 1.1776 0.96158 0.775171 0.621699 0.497616 0.39799 0.464192 0.747594 0.998158 1.20283 1.36798 1.49871 1.59335 1.63972 1.60747 1.47152 1.26229 1.04057 0.842169
